-0,8905282
-0,0119769
0,4682574
-0,7880784
0,1938233
-0,9801517
-0,9497944
-0,1581695
0,3532925
-0,6143408
0,09893
0,04400468
0,1562628
0,9538341
-0,5384618
0,4202161
-0,909667
-0,4560887
-0,6345201
-0,217963
-0,4259696
0,7889829
0,9115081
-0,3916491
0,9380926
0,1903058
0,276383
-0,8160412
-0,3424174
0,617379
0,8606794
-0,8214356
0,1786147
0,2260962
0,1498923
-0,7436904
-0,003695488
0,5470549
-0,2139347
0,0763911
-0,5814295
0,413766
-0,2617393
0,5681475
-0,957482
0,5832098
-0,06575686
-0,5806243
0,6330627
-0,32538
0,5425313
0,6571842
0,4790076
0,3510375
-0,727881
-0,6795111
0,07651496
-0,1400935
-0,726171
-0,9964825
-0,2565348
0,8662469
-0,8157521
0,7359135
-0,4750202
-0,07963431
0,8653899
0,9301666
-0,1960583
-0,7947714
-0,5760885
-0,4567218
0,7578459
0,2890888
-0,6365334
0,1602644
0,05072224
-0,6566395
-0,4341671
-0,6451172
-0,7439373
-0,1429927
-0,4491039
0,9829626
-0,9251523
-0,7965049
-0,3004432
0,8275772
-0,04602289
-0,1705966
0,1797947
-0,863602
0,2732259
-0,2174522
-0,6670742
-0,4476764
0,2295182
0,002347231
0,04316771
0,1221523
0,7178198
0,0040766
0,6154341
0,427834
-0,7492915
-0,0007469654
0,8993382
-0,8100812
-0,01242906
0,1118547
0,2697667
-0,2668455
-0,7059263
0,9189461
0,7474548
0,8864579
0,3153509
-0,7987148
0,6610658
-0,6785153
-0,7791911
-0,9621873
-0,02381051
0,9745383
0,02543402
-0,7124865
0,2700523
-0,02470195
-0,04383701
0,811143
0,9307463
-0,951625
0,3001928
0,4436805
-0,3629369
0,2519861
0,2415733
0,123062
0,7322541
0,07559466
91
