-0,6958431
-0,490362
-0,1599937
0,8421224
0,5596367
-0,5533599
0,8423244
0,3542798
0,03509307
-0,553532
0,2369727
0,02823293
0,3412814
-0,2783169
-0,09865654
0,6800071
-0,972113
0,6408957
-0,5975999
0,963195
0,7292007
-0,07595974
0,2337558
0,176428
0,1811084
0,2213917
0,4329617
-0,1496068
0,2818831
-0,5045314
-0,3551155
-0,8077112
-0,5309689
-0,4145288
-0,9826722
0,7111709
0,1978064
0,1340671
-0,5850984
-0,4212062
-0,5548108
0,9157727
0,940205
-0,490305
-0,4258297
-0,09748662
-0,2929064
-0,4214903
-0,457663
-0,04294401
0,2240992
0,6006776
-0,2793381
0,7690593
0,3463939
0,3801166
0,2758822
0,6635784
-0,3389859
-0,661755
0,01367855
-0,00806886
-0,9276034
-0,4603756
0,8015834
0,04468393
-0,4407982
-0,2441898
-0,2956447
0,1901726
-0,5177993
-0,10618
0,2259942
0,8236063
0,5180057
0,813428
-0,01616478
-0,2759392
-0,3977424
-0,721405
-0,4857019
-0,145548
-0,6919439
-0,6751729
0,2713695
0,04420698
0,4716269
-0,3000282
0,2390772
-0,3627889
-0,5647113
0,534228
-0,5269471
-0,9233435
0,5651153
0,453258
0,843376
0,4005806
-0,2918884
0,5294864
-0,6566885
0,9512833
0,8741543
0,3521644
-0,5251448
-0,6697209
-0,6253166
-0,1029443
-0,7489465
0,5329659
-0,6037186
-0,4481785
0,06132078
-0,6175809
0,823947
-0,8407735
-0,316125
0,7475694
0,2682549
-0,2426236
0,5730571
0,85923
0,5167329
-0,9328558
-0,2451161
-0,05202723
-0,5792329
0,1493376
-0,741509
-0,9352522
0,970052
0,5832546
-0,9840508
0,07277119
0,9352834
-0,4369853
-0,01970243
-0,04410827
0,8499719
-0,0589096
39
