-0,1868499
-0,2633753
-0,6967642
0,8433862
0,5282148
-0,08756453
0,7760277
0,2128947
-0,6674933
-0,3531147
-0,6214421
-0,9609287
-0,9544585
-0,5956756
-0,4180627
0,05233586
0,1361923
-0,01687562
-0,7370656
-0,5486388
-0,4519695
0,6100074
-0,5692945
-0,7898365
-0,4405434
-0,3084065
-0,01027602
-0,2653047
-0,5581025
-0,6505255
-0,39139
-0,1016592
-0,970938
-0,7686234
0,408168
-0,06459695
-0,679535
-0,3338109
0,6909926
-0,01697147
-0,8499569
0,7436101
0,2499776
0,5551566
-0,317449
-0,1463281
-0,6216748
-0,2440044
-0,9449611
-0,03970408
-0,419862
0,2852023
-0,5491253
-0,8328592
0,07990205
0,2031428
-0,6940809
-0,9069278
0,2839295
-0,1633787
0,9227115
0,04133236
-0,2290028
0,9830321
-0,9617246
0,4802172
-0,9899907
0,8141649
-0,003843546
0,6465342
-0,2681291
-0,5299967
0,2921319
0,2799059
-0,6986818
-0,1955796
-0,6399702
-0,124451
0,5276124
0,7057848
-0,6867318
-0,7662716
-0,3203436
0,4816016
0,7693366
0,3234078
-0,552534
0,8619212
0,1514746
-0,7949747
-0,3705161
-0,7726073
0,3822596
-0,1456288
0,06031704
0,1087108
-0,02738702
0,2669454
0,5168812
0,2023338
-0,1563374
-0,4358396
0,7598391
-0,5914953
-0,771575
-0,8898653
0,9930704
0,1709688
0,8658227
-0,7245183
-0,1568871
0,4303701
-0,4345402
0,5781448
-0,476647
0,6889831
-0,6383241
0,2893956
-0,7863044
-0,2851324
0,0327512
-0,8519118
-0,3373097
-0,2088688
0,01705027
-0,4955218
0,08774376
-0,5622394
-0,780411
0,1926074
0,8318074
0,09308434
0,3586677
-0,6747214
-0,1378778
0,7491078
-0,5261106
-0,7288482
0,2531766
0,6592019
39
