-0,6029963
0,8606325
-0,1319619
0,5724125
0,2586253
0,6771585
0,4829452
0,1663612
0,9881481
-0,5444498
-0,5476901
-0,6150765
0,884517
0,4397746
0,9008993
0,5007792
0,7657577
-0,850386
0,9124101
0,1842374
-0,4500318
0,2163818
-0,7133048
0,05070734
-0,3578938
-0,2747611
-0,6825802
-0,9316151
0,585131
0,6456468
0,5786684
0,1276839
0,3908517
0,8270853
0,6777798
-0,8137078
0,1965775
-0,0572477
0,374019
0,8214983
-0,9480461
0,4043274
-0,7686592
0,5545549
-0,7225347
-0,8451285
-0,4395524
-0,07753664
0,01341403
0,5795442
-0,6648299
-0,7795459
-0,4874249
-0,9649827
-0,558235
0,1806219
0,5739373
0,8173307
-0,06969368
-0,4666137
0,3597388
0,4145603
0,5812302
-0,6574987
-0,1231181
0,3246261
-0,005928338
-0,9425684
0,7619948
0,7146071
-0,6957984
-0,1769946
-0,224405
-0,9090881
0,1322836
0,1456409
-0,01495892
-0,2678597
-0,226758
-0,5127653
-0,8352087
0,3949564
0,05497086
-0,9944131
0,3104767
0,3582143
-0,3848913
0,3558345
0,3853203
-0,5028421
-0,3876451
0,3792468
-0,987554
-0,1593674
-0,5382406
-0,3626065
0,8230972
0,8888395
-0,322327
-0,04716069
0,1607999
-0,496984
0,1604686
0,2988069
0,2753426
0,5121648
0,444859
-0,5783368
-0,09726632
0,2961241
-0,8044192
-0,158203
0,04408872
-0,5569284
-0,6314049
0,9647824
-0,6404106
0,5756433
0,03202462
0,5186677
-0,2904826
0,6382371
-0,3278887
0,2648369
0,1022521
-0,07504517
-0,1894406
0,9349624
0,6291524
-0,5051099
0,3225437
0,09620154
-0,9455327
0,8204027
0,3264349
0,6617754
-0,7655122
0,756164
-0,2697557
0,7983119
