-0,3304764
-0,4254288
-0,5510817
0,7061114
-0,7590703
0,8834672
-0,5270928
-0,9093663
-0,7472904
0,4058887
-0,230617
-0,9041935
-0,8676743
0,9507352
0,9564294
-0,5159184
-0,5654496
0,8070102
-0,4027195
0,5268825
0,9095119
0,2253457
-0,3614353
-0,8136942
0,5629138
-0,1869732
-0,4641277
0,9885496
-0,5528642
0,2609322
0,178929
0,7279832
0,8975976
-0,6728355
-0,9121472
-0,001514137
0,4103117
0,8106216
0,8262144
-0,1285833
-0,5249344
-0,6698666
-0,1033719
-0,1473978
0,2953647
0,8742455
0,4509288
-0,934786
0,1163419
0,4512018
-0,8715357
0,1732874
-0,6413888
-0,6769106
0,03157842
0,4441779
0,9360064
-0,7373874
-0,8568024
0,4279029
0,3475949
-0,5156424
0,6434979
-0,008222699
-0,7730403
0,04139972
-0,8017911
0,8051612
0,8628823
-0,04205656
0,07376993
-0,3760712
0,9807957
0,7258638
0,05181694
0,5793786
-0,6712824
0,7859625
-0,1090589
0,6886684
0,362098
-0,5293417
-0,1277924
-0,00406605
0,132468
-0,9943584
0,3693721
0,5745082
0,295586
-0,356325
0,0624795
0,1476991
0,667424
-0,6016884
0,5238218
0,9907079
-0,3133646
0,9048508
-0,3743575
-0,7460351
0,6760366
0,6457676
-0,7976683
-0,8416016
-0,6225681
0,5045354
0,1924915
-0,3672526
0,2712724
0,4521998
0,1154603
-0,849956
0,3716714
-0,5454707
-0,9341951
-0,1230634
0,61215
-0,3524359
0,8593093
-0,7786819
0,6720277
-0,3762993
-0,4904248
0,2192073
0,8954639
0,9260707
-0,04349512
0,5824842
-0,7979581
0,06110895
-0,1072568
-0,5761333
0,1603199
-0,3630239
-0,9873682
0,7163304
-0,7316734
-0,2861908
-0,381498
0,6279325
91
